序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
321,561590,华泰柏瑞中证1000增强策略ETF,指数型-股票,2025-03-13,1.0782,1.0782,-0.54,4.92,5.05,48.61,19.91,5.26,,8.98,7.82,2022-11-23
322,159956,建信创业板ETF,指数型-股票,2025-03-14,1.395,1.395,0.95,0.45,-0.25,44.59,19.86,-1.65,-9.48,4.04,39.49,2018-02-06
323,588300,招商中证科创创业50ETF,指数型-股票,2025-03-14,0.6047,0.6047,-1.13,1.87,2.68,43.84,19.81,-2.22,-10.71,3.72,-39.54,2021-06-25
324,516050,工银中证科技龙头ETF,指数型-股票,2025-03-13,0.7126,0.7126,-4.35,-0.96,5.24,44.72,19.8,10.77,-4.13,3.86,-28.74,2021-01-21
325,512970,平安粤港澳大湾区ETF,指数型-股票,2025-03-13,1.2395,1.2395,-1.69,0.85,3.69,28.87,19.61,6.09,1.4,3.74,23.95,2019-09-23
326,512670,鹏华中证国防ETF,指数型-股票,2025-03-13,0.7505,1.501,5.08,10.25,5.5,36.8,19.54,-14.85,-18.42,8.11,50.1,2019-07-05
327,588190,银华上证科创板100ETF,指数型-股票,2025-03-13,1.0179,1.0179,-3.91,5.9,8.31,57.08,19.43,,,14.09,1.79,2023-09-06
328,159633,易方达中证1000ETF,指数型-股票,2025-03-13,2.647,0.9404,-1.08,4.01,1.8,46.57,19.42,-2.53,,8.57,-5.96,2022-07-28
329,159507,广发国证通信ETF,指数型-股票,2025-03-13,1.1132,1.1132,-2.83,-1.29,1.86,34.31,19.35,,,0.55,11.32,2023-06-08
330,159709,工银瑞信深证物联网50ETF,指数型-股票,2025-03-13,0.9427,0.9427,-3.53,1.3,5.51,43.97,19.28,18.3,10.57,5.42,-5.74,2021-06-18
331,159915,易方达创业板ETF,指数型-股票,2025-03-14,2.1841,,0.97,0.49,-0.36,44.92,19.24,-3.93,-12.26,4.0,150.21,2011-09-20
332,159695,嘉实国证通信ETF,指数型-股票,2025-03-13,1.2173,1.2173,-2.88,-1.35,1.69,33.7,19.24,,,0.45,21.73,2023-04-27
333,159781,易方达中证科创创业50ETF,指数型-股票,2025-03-14,0.5841,0.5841,-1.13,1.92,2.73,43.51,19.18,-3.18,-12.05,3.77,-41.59,2021-06-28
334,159966,华夏创业板价值ETF,指数型-股票,2025-03-14,0.5011,1.5416,0.02,-0.4,1.42,41.83,19.08,1.03,-1.63,4.94,51.13,2019-06-14
335,513120,广发中证香港创新药ETF(QDII),指数型-海外股票,2025-03-13,0.8354,0.8354,-1.53,14.78,13.68,25.12,18.99,-7.97,,15.85,-16.47,2022-07-01
336,560010,广发中证1000ETF,指数型-股票,2025-03-13,2.6304,0.9284,-1.05,4.07,1.76,46.49,18.95,-3.4,,8.54,-7.16,2022-07-28
337,159566,易方达国证新能源电池ETF,指数型-股票,2025-03-14,1.4314,1.4314,1.91,6.96,6.3,35.2,18.92,,,8.09,43.14,2024-01-31
338,588330,华宝双创龙头ETF,指数型-股票,2025-03-14,0.5971,0.5971,-1.11,1.93,2.77,42.61,18.85,-2.19,-11.05,3.74,-40.29,2021-06-29
339,560110,汇添富中证1000ETF,指数型-股票,2025-03-13,0.9453,0.9453,-1.06,4.04,1.66,46.04,18.71,-2.96,,8.49,-5.48,2022-07-29
340,159631,招商中证A100ETF,指数型-股票,2025-03-14,1.0387,1.0387,1.52,2.1,4.48,28.3,18.64,9.02,,3.48,3.87,2022-08-18
341,510090,建信责任ETF,指数型-股票,2025-03-14,2.5409,3.0312,1.93,1.82,2.41,23.25,18.56,10.95,12.78,1.13,203.12,2010-05-28
342,159682,景顺长城创业板50ETF,指数型-股票,2025-03-13,0.9241,0.9241,-3.13,-1.4,-4.54,41.99,18.52,-6.14,,-0.72,-7.51,2022-12-23
343,159845,华夏中证1000ETF,指数型-股票,2025-03-13,2.6344,1.0921,-1.04,4.07,1.73,46.49,18.51,-3.61,-5.59,8.54,9.21,2021-03-18
344,159681,鹏华创业板50ETF,指数型-股票,2025-03-13,0.9354,0.9354,-3.14,-1.39,-4.53,41.9,18.48,-5.53,,-0.69,-6.46,2022-12-21
345,512100,南方中证1000ETF,指数型-股票,2025-03-13,2.587,0.9592,-1.04,4.08,1.76,46.44,18.41,-3.62,-5.44,8.57,-3.92,2016-09-29
346,159629,富国中证1000ETF,指数型-股票,2025-03-13,2.6263,0.9247,-1.05,4.06,1.74,46.3,18.41,-3.43,,8.53,-7.53,2022-07-27
347,159943,大成深证成份ETF,指数型-股票,2025-03-14,1.1732,0.9102,1.2,2.1,2.78,38.12,18.27,0.62,-3.36,5.62,-8.98,2015-06-05
348,159511,南方中证通信服务ETF,指数型-股票,2025-03-13,1.0971,1.0971,-2.98,-1.36,2.6,33.99,18.27,,,2.42,9.78,2023-07-28
349,159973,弘毅远方民企领先100ETF,指数型-股票,2025-03-13,1.3744,1.3744,-2.2,-0.07,1.01,32.74,18.24,-2.32,-12.66,2.1,35.26,2019-07-16
350,159556,平安中证2000增强策略ETF,指数型-股票,2025-03-14,1.0473,1.0473,0.97,7.69,6.93,52.11,18.14,,,13.37,4.73,2023-12-27
351,562530,华夏中证智选1000价值稳健策略ETF,指数型-股票,2025-03-13,1.1649,1.1649,1.37,3.95,-1.03,33.56,18.13,9.62,,2.82,16.49,2022-07-28
352,159949,华安创业板50ETF,指数型-股票,2025-03-13,0.952,0.952,-3.16,-1.45,-4.73,42.07,18.08,-6.38,-17.35,-0.83,-4.8,2016-06-30
353,515580,华泰柏瑞中证科技100ETF,指数型-股票,2025-03-13,0.8657,1.7314,-3.22,0.28,4.54,35.14,18.06,7.53,3.94,4.79,73.09,2019-09-27
354,159521,平安国证2000ETF,指数型-股票,2025-03-14,1.06,1.06,1.0,5.9,5.4,47.69,17.97,,,10.53,6.0,2023-08-25
355,517550,招商中证沪港深消费龙头ETF,指数型-股票,2025-03-14,0.8539,0.8539,0.76,7.25,15.63,42.91,17.88,3.3,9.67,16.35,-14.61,2022-01-20
356,159595,大成中证A50ETF,指数型-股票,2025-03-14,1.1784,1.1784,2.34,2.02,3.45,26.71,17.88,,,2.73,17.84,2024-03-06
357,512190,浙商之江凤凰ETF,指数型-股票,2025-03-14,1.9261,1.9261,1.3,2.79,0.99,25.3,17.87,9.56,8.76,3.56,92.61,2019-08-05
358,159562,华夏中证沪深港黄金产业股票ETF,指数型-股票,2025-03-13,1.3531,1.3531,3.54,2.54,9.36,18.77,17.87,,,16.31,35.31,2024-01-11
359,159510,华夏中证智选300价值稳健策略ETF,指数型-股票,2025-03-13,1.1061,1.1061,-0.73,0.07,0.58,23.24,17.77,,,-0.64,10.61,2023-07-31
360,510060,工银上证央企ETF,指数型-股票,2025-03-13,2.4539,1.5696,-0.69,-1.17,-1.37,16.87,17.65,19.62,22.97,-4.07,56.96,2009-08-26
361,159892,华夏恒生生物科技ETF(QDII),指数型-海外股票,2025-03-13,0.5628,0.5628,-1.99,13.9,15.23,29.83,17.62,-12.09,-1.88,17.47,-43.72,2021-09-29
362,510130,中盘ETF,指数型-股票,2025-03-14,6.0419,,1.23,0.72,0.11,28.04,17.56,10.4,11.1,0.8,107.19,2010-03-29
363,512750,嘉实中证锐联基本面ETF,指数型-股票,2025-03-13,1.3745,1.3745,-0.86,-1.29,-1.19,19.87,17.5,22.13,29.41,-3.1,37.45,2019-05-23
364,510810,汇添富中证上海国企ETF,指数型-股票,2025-03-13,0.8249,0.9149,-1.5,-2.54,-7.68,24.24,17.39,9.64,7.27,-5.87,76.21,2016-07-28
365,588320,广发中证科创创业50增强策略ETF,指数型-股票,2025-03-13,0.9264,0.9264,-4.21,1.14,1.6,41.76,17.24,-4.89,,2.29,-7.36,2022-12-28
366,513280,汇添富恒生生物科技ETF(QDII),指数型-海外股票,2025-03-13,0.7935,0.7935,-1.99,13.96,15.32,29.81,17.17,-12.81,,17.49,-20.65,2022-07-05
367,510800,建信上证50ETF,指数型-股票,2025-03-14,1.2646,1.2646,2.02,2.97,4.42,25.25,17.02,10.17,5.51,2.41,26.42,2017-12-22
368,159718,平安中证港股通医药卫生综合ETF,指数型-股票,2025-03-14,0.6949,0.6949,1.79,9.23,17.56,28.4,16.99,-15.69,4.17,19.98,-30.51,2021-12-16
369,159814,西部利得创业板大盘ETF,指数型-股票,2025-03-13,0.4142,0.8529,-3.09,-1.0,-3.65,41.66,16.97,-7.96,-17.74,0.1,-14.68,2020-06-19
370,588360,国泰中证科创创业50ETF,指数型-股票,2025-03-13,0.6217,0.6217,-4.41,0.96,0.93,41.84,16.97,-2.65,-13.44,1.88,-37.83,2021-06-29
371,159591,富国中证A50ETF,指数型-股票,2025-03-14,1.1697,1.1697,2.4,2.08,3.56,26.92,16.97,,,2.84,16.97,2024-03-07
372,563330,华泰柏瑞中证A股ETF,指数型-股票,2025-03-13,3.3871,1.1278,-0.91,1.51,0.17,34.7,16.85,,,4.07,12.78,2023-10-30
373,159958,工银瑞信创业板ETF,指数型-股票,2025-03-13,1.2939,1.2939,-3.01,-0.45,-2.85,41.63,16.59,-5.52,-16.37,1.34,29.39,2017-12-25
374,159855,银华中证影视主题ETF,指数型-股票,2025-03-14,0.964,0.964,2.63,-9.51,-2.16,55.96,16.54,8.38,16.27,16.57,-3.6,2021-02-09
375,517520,永赢中证沪深港黄金产业股票ETF,指数型-股票,2025-03-13,1.2384,1.2384,3.55,2.47,9.11,17.85,16.39,,,16.24,23.84,2023-10-24
376,560990,中金中证科技先锋ETF,指数型-股票,2025-03-13,0.8754,0.8754,-3.59,-0.16,3.86,34.06,16.35,-3.46,,2.19,-12.47,2022-06-10
377,159824,博时新能源汽车ETF,指数型-股票,2025-03-13,0.8806,0.8806,-2.58,4.46,6.29,46.21,16.31,-16.06,-30.07,11.16,-11.94,2020-12-10
378,159923,大成中证A100ETF,指数型-股票,2025-03-14,1.8049,1.8049,1.5,2.02,3.99,26.23,16.15,3.55,-0.06,3.07,80.49,2013-02-07
379,159596,华宝中证A50ETF,指数型-股票,2025-03-14,1.1399,1.1601,2.37,2.04,3.67,26.69,16.15,,,2.89,16.06,2024-03-07
380,588350,鹏扬中证科创创业50ETF,指数型-股票,2025-03-13,0.8922,0.8922,-4.49,0.93,0.7,40.93,16.14,-4.52,,1.71,-10.78,2022-10-26
381,159638,嘉实中证高端装备细分50ETF,指数型-股票,2025-03-13,0.8209,0.8209,3.0,7.39,2.69,35.04,16.11,-12.27,,6.2,-18.08,2022-08-05
382,588380,富国中证科创创业50ETF,指数型-股票,2025-03-13,0.5894,0.5894,-4.5,0.91,0.63,40.74,16.07,-4.52,-15.79,1.66,-41.06,2021-06-29
383,516770,华泰柏瑞中证动漫游戏ETF,指数型-股票,2025-03-13,1.2489,1.2489,-3.45,-2.33,4.68,61.92,16.03,34.28,45.37,20.99,24.89,2021-02-25
384,159592,银华中证A50ETF,指数型-股票,2025-03-14,1.1602,1.1602,2.41,2.1,3.44,26.47,16.02,,,2.77,16.02,2024-03-06
385,515700,平安中证新能源汽车产业ETF,指数型-股票,2025-03-13,1.7569,1.7569,-2.58,4.63,6.14,45.68,16.01,-17.27,-30.75,11.08,75.64,2019-12-31
386,159782,银华中证科创创业50ETF,指数型-股票,2025-03-13,0.5764,0.5764,-4.43,0.93,0.72,40.38,15.98,-4.74,-16.14,1.73,-42.36,2021-06-29
387,159821,中银证券创业板ETF,指数型-股票,2025-03-13,0.8076,0.8076,-3.04,-0.52,-3.06,40.94,15.97,-6.79,-17.95,1.11,-19.24,2020-09-29
388,159676,富国创业板增强策略ETF,指数型-股票,2025-03-13,0.9256,0.9256,-2.77,0.84,-0.48,41.08,15.96,,,3.0,-7.54,2023-03-23
389,561580,华泰柏瑞中证中央企业红利ETF,指数型-股票,2025-03-13,1.1789,1.1789,0.49,0.84,-1.34,20.33,15.96,,,-2.7,17.89,2023-05-18
390,510760,国泰上证综合交易ETF,指数型-股票,2025-03-13,1.0652,1.2072,-0.67,1.8,0.37,25.1,15.93,13.81,19.27,1.36,22.16,2020-08-21
391,159948,南方创业板ETF,指数型-股票,2025-03-13,2.3628,1.1611,-3.07,-0.48,-2.99,41.28,15.87,-6.15,-16.69,1.22,16.11,2016-05-13
392,512710,富国中证军工龙头ETF,指数型-股票,2025-03-13,0.6425,1.285,5.4,7.17,2.1,28.04,15.85,-13.72,-21.68,3.41,28.5,2019-07-23
393,515450,南方红利低波50ETF,指数型-股票,2025-03-14,1.3954,1.7504,1.0,0.33,-1.43,18.78,15.84,35.21,49.83,-2.81,84.72,2020-01-17
394,159975,招商深证100ETF,指数型-股票,2025-03-14,0.5886,1.345,1.31,0.86,1.8,32.39,15.82,-1.26,-4.56,3.06,34.5,2019-11-07
395,159780,南方中证科创创业50ETF,指数型-股票,2025-03-13,0.5771,0.5771,-4.5,0.91,0.56,40.58,15.81,-4.91,-16.3,1.6,-42.29,2021-06-24
396,159952,广发创业板ETF,指数型-股票,2025-03-13,1.2984,1.2984,-3.06,-0.46,-3.03,41.13,15.78,-6.27,-16.98,1.21,29.84,2017-04-25
397,159603,天弘中证科创创业50ETF,指数型-股票,2025-03-13,0.8879,0.8879,-4.49,0.86,0.58,40.31,15.73,-4.58,,1.61,-11.21,2022-05-26
398,560950,汇添富中证500增强策略ETF,指数型-股票,2025-03-13,1.0702,1.0702,0.23,1.75,-0.24,28.91,15.66,,,2.41,7.02,2023-07-19
399,159908,博时创业板ETF,指数型-股票,2025-03-13,1.9954,1.9954,-3.05,-0.47,-2.91,40.95,15.65,-6.31,-16.7,1.26,99.5,2011-06-10
400,510390,平安沪深300ETF,指数型-股票,2025-03-14,4.3522,1.1678,1.56,1.66,2.07,26.88,15.65,5.76,3.26,1.93,15.34,2017-12-25
401,159637,新能源车龙头ETF,指数型-股票,2025-03-13,0.6545,0.6545,-2.62,4.54,6.3,46.19,15.64,-17.45,,11.21,-34.55,2022-08-19
402,159806,国泰中证新能源汽车ETF,指数型-股票,2025-03-13,0.5757,1.7271,-2.62,4.54,6.28,46.01,15.6,-17.52,-31.54,11.18,72.71,2020-03-10
403,159783,华夏中证科创创业50ETF,指数型-股票,2025-03-13,0.5779,0.5779,-4.5,0.93,0.68,40.57,15.58,-5.17,-16.46,1.69,-42.21,2021-06-24
404,159957,华夏创业板ETF,指数型-股票,2025-03-13,1.4027,1.4027,-3.07,-0.48,-2.99,41.27,15.56,-6.2,-16.39,1.23,40.1,2017-12-08
405,159971,富国创业板ETF,指数型-股票,2025-03-13,1.4913,1.4913,-3.07,-0.49,-3.06,40.98,15.56,-6.71,-17.15,1.19,42.84,2019-06-11
406,510560,国寿安保中证500ETF,指数型-股票,2025-03-13,1.4104,0.6531,-0.85,1.59,0.73,37.41,15.51,1.18,-0.96,5.16,-34.64,2015-05-29
407,516390,汇添富中证新能源汽车产业ETF,指数型-股票,2025-03-13,0.7161,0.7161,-2.57,4.62,6.1,45.4,15.46,-17.98,-31.64,11.04,-28.39,2021-06-03
408,515160,招商MSCI中国A股国际通ETF,指数型-股票,2025-03-14,1.3253,1.3253,1.73,1.93,1.97,28.33,15.4,4.96,3.42,2.37,32.53,2020-02-03
409,159902,华夏中小企业100ETF,指数型-股票,2025-03-13,3.4838,3.6038,-1.21,0.91,2.54,30.13,15.37,-7.47,-17.62,4.66,265.7,2006-06-08
410,563350,华泰柏瑞中证A50ETF,指数型-股票,2025-03-13,1.1516,1.1516,-0.97,0.13,0.47,23.31,15.37,,,-0.25,15.16,2024-03-06
411,515810,易方达中证800ETF,指数型-股票,2025-03-13,1.3058,1.3058,-1.02,0.63,0.3,29.18,15.36,6.35,2.11,1.31,30.58,2019-10-08
412,159977,天弘创业板ETF,指数型-股票,2025-03-13,2.2277,1.3138,-3.08,-0.51,-3.13,40.96,15.3,-6.76,-17.27,1.12,31.08,2019-09-12
413,515210,国泰中证钢铁ETF,指数型-股票,2025-03-13,1.3017,1.4667,3.33,7.91,3.99,40.44,15.23,-0.26,-9.56,11.01,46.88,2020-01-22
414,159506,富国恒生港股通医疗保健ETF,指数型-股票,2025-03-13,0.9556,0.9556,-2.68,13.0,15.45,29.41,15.2,,,18.46,-4.44,2023-06-14
415,588400,嘉实中证科创创业50ETF,指数型-股票,2025-03-13,0.5816,0.5816,-4.48,0.9,0.59,40.21,15.15,-5.18,-16.36,1.63,-41.85,2021-06-25
416,159810,浦银安盛创业板ETF,指数型-股票,2025-03-13,0.8653,0.8653,-3.06,-0.53,-3.1,39.9,15.1,-6.95,-17.89,1.15,-13.47,2020-06-12
417,588390,博时中证科创创业50ETF,指数型-股票,2025-03-13,0.6286,0.6286,-4.45,0.85,0.48,39.63,15.09,-5.86,-17.46,1.52,-37.14,2021-08-19
418,515030,华夏中证新能源汽车ETF,指数型-股票,2025-03-13,1.3243,1.3243,-2.63,4.5,6.1,45.46,15.07,-18.4,-32.48,11.03,32.43,2020-02-20
419,561900,招商沪深300ESG基准ETF,指数型-股票,2025-03-14,0.8581,0.8581,1.54,1.86,2.98,26.69,15.04,6.4,4.47,2.3,-14.19,2021-07-06
420,561350,国泰中证500ETF,指数型-股票,2025-03-14,0.9515,0.9515,-0.8,1.55,0.69,36.82,15.01,1.8,0.59,4.96,-6.47,2021-08-18
421,562320,银华沪深300价值ETF,指数型-股票,2025-03-13,1.2145,1.2145,-0.38,-0.26,-0.33,17.99,14.96,18.71,,-2.47,21.45,2022-12-29
422,159982,鹏华中证500ETF,指数型-股票,2025-03-13,1.5259,1.5259,-0.86,1.65,0.65,36.61,14.95,2.66,2.42,5.15,52.59,2019-11-21
423,560330,申万菱信沪深300价值ETF,指数型-股票,2025-03-14,1.1519,1.1519,-0.41,-0.33,-0.33,18.17,14.95,,,-2.5,13.28,2023-05-11
424,159808,融通创业板ETF,指数型-股票,2025-03-13,0.8152,0.8152,-3.01,-0.42,-3.08,40.65,14.88,-7.56,-18.3,1.18,-18.48,2020-08-05
425,512910,广发中证A100ETF,指数型-股票,2025-03-13,1.0342,1.174,-1.18,0.72,1.78,24.9,14.87,3.18,-2.8,0.82,20.01,2019-05-27
426,563030,易方达中证500增强策略ETF,指数型-股票,2025-03-13,1.0307,1.0307,-0.88,1.27,1.31,32.82,14.87,4.63,,4.74,3.05,2023-02-17
427,561300,国泰沪深300增强策略ETF,指数型-股票,2025-03-13,0.8264,0.8264,-0.7,0.76,0.38,23.32,14.84,9.34,-2.6,0.1,-17.36,2021-12-01
428,561230,工银瑞信中证A50ETF,指数型-股票,2025-03-13,1.1169,1.1433,-0.98,0.12,0.29,22.91,14.69,,,-0.37,14.56,2024-03-06
429,512770,华夏战略新兴成指ETF,指数型-股票,2025-03-13,1.3586,1.3586,-2.32,0.32,2.79,35.45,14.63,-12.59,-28.36,3.58,35.83,2018-07-13
430,159678,博时中证500增强策略ETF,指数型-股票,2025-03-13,1.0472,1.0472,-1.05,1.19,1.14,33.76,14.59,7.37,,4.13,4.72,2023-02-13
431,563050,易方达中证国新央企科技引领ETF,指数型-股票,2025-03-13,0.9335,0.9335,0.24,3.04,3.53,36.08,14.58,,,3.5,-6.67,2023-06-21
432,516660,华安中证新能源汽车ETF,指数型-股票,2025-03-13,0.816,0.816,-2.64,4.43,5.97,44.42,14.43,-19.02,-33.0,10.87,-18.4,2021-02-03
433,560030,汇添富中证800价值ETF,指数型-股票,2025-03-13,1.1723,1.1723,-0.14,-0.05,-0.84,19.35,14.38,,,-2.14,17.23,2023-06-20
434,159620,华夏中证智选500成长创新策略ETF,指数型-股票,2025-03-13,0.9645,0.9645,-1.13,1.8,4.18,32.72,14.34,-2.03,,5.44,-3.55,2022-07-19
435,510010,交银上证180公司治理ETF,指数型-股票,2025-03-14,1.612,1.794,2.54,2.09,2.28,18.53,14.25,15.06,17.15,0.75,79.45,2009-09-25
436,561000,华安沪深300增强策略ETF,指数型-股票,2025-03-13,1.0969,1.0969,-1.12,0.5,0.54,22.79,14.24,8.02,,0.26,9.69,2022-12-21
437,159913,交银深证300价值ETF,指数型-股票,2025-03-14,2.238,2.238,1.54,1.59,3.37,25.66,14.18,13.2,11.73,3.61,123.8,2011-09-22
438,512510,华泰柏瑞中证500ETF,指数型-股票,2025-03-13,1.6956,0.8549,-0.91,1.7,0.38,35.7,14.14,2.37,2.47,4.88,-14.07,2015-05-13
439,159968,博时中证500ETF,指数型-股票,2025-03-13,7.3894,1.4567,-0.87,1.64,0.41,35.72,14.1,1.74,0.8,4.89,45.67,2019-08-01
440,159869,华夏中证动漫游戏ETF,指数型-股票,2025-03-13,1.2132,1.2132,-3.49,-2.48,4.09,60.94,14.04,31.02,41.28,21.07,21.32,2021-02-25
441,159602,南方MSCI中国A50互联互通ETF,指数型-股票,2025-03-13,0.8098,0.8258,-1.06,-0.12,0.99,19.96,14.02,2.0,-4.93,-0.5,-17.11,2021-10-29
442,159517,银华中证800增强策略ETF,指数型-股票,2025-03-13,1.0861,1.0861,-0.95,1.04,0.14,26.66,14.01,,,0.53,8.61,2023-08-23
443,159675,嘉实创业板增强策略ETF,指数型-股票,2025-03-13,0.897,0.897,-3.02,0.45,-0.17,39.5,13.93,-8.94,,4.12,-10.3,2022-11-24
444,510020,博时上证超大盘ETF,指数型-股票,2025-03-13,3.1003,1.1435,-0.07,0.9,0.93,22.8,13.92,5.84,-0.78,-1.36,14.35,2009-12-29
445,588160,南方上证科创板新材料ETF,指数型-股票,2025-03-13,0.6314,0.6314,-1.59,8.82,2.52,53.77,13.89,-31.41,,12.39,-36.86,2022-09-30
446,159690,招商中证有色金属矿业主题ETF,指数型-股票,2025-03-14,1.1001,1.1001,3.69,5.01,6.57,29.3,13.88,,,14.01,10.01,2023-06-21
447,561180,富国中证A100ETF,指数型-股票,2025-03-13,1.0719,1.0719,-1.23,0.69,1.89,24.16,13.77,1.3,,0.93,7.19,2022-11-03
448,159881,国泰中证有色金属ETF,指数型-股票,2025-03-14,1.0896,1.0896,3.26,5.09,5.9,28.79,13.75,1.85,-2.45,13.02,8.96,2021-06-17
449,510850,工银瑞信上证50ETF,指数型-股票,2025-03-13,3.0689,1.28,-0.69,0.85,1.56,21.95,13.74,7.06,0.08,-0.36,26.56,2018-12-07
450,510710,博时上证50ETF,指数型-股票,2025-03-13,3.6707,1.1348,-0.75,0.85,1.54,21.61,13.69,7.5,0.7,-0.43,13.48,2015-05-27
451,515200,申万菱信中证研发创新100ETF,指数型-股票,2025-03-14,1.6572,1.6572,-2.95,2.77,6.57,37.46,13.65,-5.05,-8.92,7.11,62.32,2019-10-25
452,516650,华夏细分有色金属产业主题ETF,指数型-股票,2025-03-13,1.0708,1.0708,3.25,4.05,5.0,25.98,13.65,0.03,-7.59,11.68,7.08,2021-06-09
453,510180,华安上证180ETF,指数型-股票,2025-03-13,3.5789,4.0674,-1.08,0.29,0.08,22.76,13.61,6.67,1.43,-0.56,332.68,2006-04-13
454,516830,富国沪深300ESG基准ETF,指数型-股票,2025-03-13,0.8461,0.8461,-1.16,0.46,1.1,25.29,13.6,6.04,1.2,0.42,-15.43,2021-06-24
455,562890,嘉实中证A50ETF,指数型-股票,2025-03-13,1.1355,1.1355,-0.94,0.13,0.32,22.77,13.6,,,-0.39,13.55,2024-03-07
456,159805,鹏华中证传媒ETF,指数型-股票,2025-03-13,1.1974,1.1974,-2.13,-4.41,-1.87,49.97,13.58,25.04,32.35,11.13,19.74,2020-03-06
457,563000,易方达MSCI中国A50互联互通ETF,指数型-股票,2025-03-13,0.8269,0.8269,-1.06,-0.1,0.92,19.53,13.57,1.89,-5.04,-0.53,-17.32,2021-10-29
458,159652,汇添富中证细分有色金属产业主题ETF,指数型-股票,2025-03-13,0.9488,0.9488,3.25,4.06,4.98,26.09,13.57,0.02,,11.65,-5.12,2023-01-16
459,159903,南方深证成份ETF,指数型-股票,2025-03-13,1.2862,0.949,-1.49,0.99,0.19,34.44,13.54,-4.51,-11.07,3.07,-5.1,2009-12-04
460,517330,易方达中证长江保护主题ETF,指数型-股票,2025-03-14,0.7433,,1.63,2.82,0.42,29.13,13.52,-3.58,-12.62,2.06,-25.69,2021-11-26
461,562380,银华中证国新央企科技引领ETF,指数型-股票,2025-03-13,0.9244,0.9244,0.24,3.04,3.4,34.95,13.47,,,3.57,-7.56,2023-06-26
462,510200,汇安上证证券ETF,指数型-股票,2025-03-13,1.1891,1.1891,-1.94,-0.99,-7.5,23.44,13.46,18.06,10.96,-3.55,18.91,2020-04-09
463,159641,招商中证上海环交所碳中和ETF,指数型-股票,2025-03-14,0.8242,0.8242,1.98,2.46,2.5,25.74,13.34,-2.21,,4.81,-17.58,2022-07-14
464,159601,华夏MSCI中国A50互联互通ETF,指数型-股票,2025-03-13,0.8255,0.8255,-1.09,-0.17,0.77,19.36,13.3,1.5,-5.34,-0.65,-17.45,2021-11-01
465,159610,景顺中证500增强策略ETF,指数型-股票,2025-03-13,0.8713,0.8713,-1.11,1.4,-0.05,31.24,13.3,5.29,-2.53,3.3,-12.87,2021-12-13
466,512550,嘉实富时中国A50ETF,指数型-股票,2025-03-13,1.5091,1.5091,-0.17,0.29,0.17,19.67,13.28,9.34,5.62,-1.37,50.91,2017-07-03
467,563080,易方达中证A50ETF,指数型-股票,2025-03-13,1.1428,1.1428,-1.01,0.07,0.33,23.07,13.28,,,-0.38,14.28,2024-03-06
468,159630,汇添富中证A100ETF,指数型-股票,2025-03-13,1.1149,1.1149,-1.22,0.7,1.61,23.25,13.25,1.43,,0.61,11.49,2022-10-20
469,510680,万家上证50ETF,指数型-股票,2025-03-13,2.7698,2.7698,-0.71,0.8,1.45,21.54,13.21,5.98,-1.25,-0.44,176.98,2013-10-31
470,588310,方正富邦科创创业50ETF,指数型-股票,2025-03-13,0.6359,0.6359,-4.45,0.87,0.49,37.46,13.21,-7.38,-17.95,1.55,-36.41,2021-11-22
471,510770,申万菱信上证G60创新ETF,指数型-股票,2025-03-13,0.5926,0.5926,-2.16,0.22,0.68,43.7,13.2,-22.62,-30.22,6.33,-40.74,2021-09-16
472,510160,中证南方小康产业指数ETF,指数型-股票,2025-03-13,0.8338,2.0744,-0.43,-0.44,-3.5,20.13,13.17,11.65,15.21,-4.15,107.44,2010-08-27
473,510100,易方达上证50ETF,指数型-股票,2025-03-13,2.664,1.1861,-0.73,0.85,1.37,21.16,13.15,6.8,0.15,-0.56,18.6,2019-09-06
474,512160,南方MSCI中国A股国际通ETF,指数型-股票,2025-03-13,1.207,1.497,-0.89,0.35,-0.21,25.99,13.12,2.93,-1.61,0.17,49.71,2018-04-03
475,513060,博时恒生医疗保健(QDII-ETF),指数型-海外股票,2025-03-13,0.4501,0.4501,-2.93,13.2,14.09,27.91,13.12,-18.73,-9.14,16.67,-54.99,2021-03-18
476,560050,汇添富MSCI中国A50互联互通ETF,指数型-股票,2025-03-13,0.821,0.821,-1.07,-0.18,0.72,19.11,13.12,1.41,-5.62,-0.7,-17.91,2021-10-29
477,510580,易方达中证500ETF,指数型-股票,2025-03-13,3.0069,1.149,-0.91,1.59,0.16,35.04,13.1,0.35,-0.58,4.73,14.9,2015-08-27
478,562000,华宝中证A100ETF,指数型-股票,2025-03-13,0.9584,0.9584,-1.26,0.65,1.67,23.44,13.1,1.65,,0.67,-4.16,2022-07-21
479,517880,华泰柏瑞中证品牌消费50ETF,指数型-股票,2025-03-13,0.8983,0.8983,0.97,3.63,2.96,23.77,13.08,7.22,7.72,3.77,-10.17,2021-11-17
480,512180,建信MSCI中国A股国际通ETF,指数型-股票,2025-03-14,1.44,1.44,1.67,1.8,1.52,26.06,13.06,1.9,0.22,2.0,43.97,2018-04-19
481,588010,博时上证科创板新材料ETF,指数型-股票,2025-03-13,0.6214,0.6214,-1.71,8.54,2.49,52.3,13.06,-32.37,,12.13,-37.84,2022-09-30
