序号,基金代码,基金简称,类型,日期,单位净值,累计净值,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日期
801,516270,华安中证内地新能源主题ETF,指数型-股票,2025-03-12,0.4631,0.4631,0.56,1.91,-6.97,19.88,-6.03,-37.39,-50.96,-1.15,-53.69,2021-07-09
802,516850,华夏中证新能源ETF,指数型-股票,2025-03-12,0.7227,0.7227,0.67,2.13,-7.24,20.51,-6.08,-38.16,-48.85,0.38,-27.73,2021-03-09
803,513880,华安日经225ETF,指数型-海外股票,2025-03-12,1.2776,1.2776,-0.58,-3.06,-5.47,-2.71,-6.2,22.48,29.39,-3.21,27.76,2019-06-12
804,515710,华宝中证细分食品饮料主题ETF,指数型-股票,2025-03-12,0.6255,0.6255,3.58,5.57,-7.02,23.47,-6.31,-21.96,-19.48,-1.15,-37.45,2020-12-24
805,159875,嘉实中证新能源ETF,指数型-股票,2025-03-12,0.4686,0.4686,0.69,2.16,-7.61,19.85,-6.49,-37.88,-48.07,0.09,-53.14,2021-08-09
806,516580,博时中证新能源ETF,指数型-股票,2025-03-12,0.4681,0.4681,0.65,2.07,-7.64,19.5,-6.59,-38.25,-49.49,-0.04,-53.19,2021-07-15
807,159837,易方达中证生物科技主题ETF,指数型-股票,2025-03-12,0.4556,0.4556,-0.02,2.89,-3.72,18.96,-6.62,-24.67,-33.88,3.73,-54.44,2021-01-14
808,516610,大成中证全指医疗保健设备与服务ETF,指数型-股票,2025-03-12,0.4972,0.4972,0.81,2.71,-5.39,20.94,-6.66,-27.47,-30.57,4.08,-50.28,2021-04-29
809,159736,天弘中证食品饮料ETF,指数型-股票,2025-03-12,0.7178,0.7178,3.27,5.28,-8.69,24.68,-6.69,-24.62,-23.42,-1.33,-28.22,2021-09-09
810,159891,建信中证全指医疗保健设备与服务ETF,指数型-股票,2025-03-12,0.4473,0.4473,0.83,2.71,-5.39,20.83,-6.83,-28.73,-32.02,4.07,-55.27,2021-05-27
811,159877,南方中证全指医疗保健设备与服务ETF,指数型-股票,2025-03-12,0.5936,0.5936,0.83,2.73,-5.45,21.32,-6.87,-28.26,-31.35,4.14,-40.64,2021-10-22
812,516670,招商中证畜牧养殖ETF,指数型-股票,2025-03-12,0.6178,0.6178,1.96,2.98,-8.24,15.71,-6.96,-26.39,-30.51,-0.56,-38.22,2021-03-18
813,159938,广发中证全指医药卫生ETF,指数型-股票,2025-03-12,0.6134,1.2268,0.36,1.54,-5.91,15.6,-6.99,-24.23,-27.96,0.59,22.68,2014-12-01
814,516760,平安中证畜牧养殖ETF,指数型-股票,2025-03-12,0.5985,0.5985,1.92,2.89,-8.39,14.59,-7.08,-27.33,-32.3,-0.78,-40.15,2021-03-04
815,513360,博时全球中国教育(QDII-ETF),指数型-海外股票,2025-03-12,0.5681,0.5681,1.01,0.28,3.33,39.75,-7.11,4.14,66.26,17.09,-43.19,2021-06-08
816,515170,华夏中证细分食品饮料主题ETF,指数型-股票,2025-03-12,0.589,0.589,3.61,5.59,-7.38,23.22,-7.16,-23.54,-21.28,-1.32,-41.1,2020-12-30
817,159928,汇添富中证主要消费ETF,指数型-股票,2025-03-12,0.8128,3.2512,3.09,5.56,-6.42,20.09,-7.2,-21.57,-23.04,-0.51,225.41,2013-08-23
818,516930,民生加银中证生物科技主题ETF,指数型-股票,2025-03-12,0.4731,0.4731,-0.13,2.89,-3.67,17.77,-7.34,-26.17,-35.9,3.64,-52.69,2021-08-05
819,560680,广发中证主要消费ETF,指数型-股票,2025-03-12,0.8856,0.8856,3.08,5.54,-6.36,19.9,-7.41,-22.06,,-0.48,-11.44,2022-10-19
820,512600,嘉实中证主要消费ETF,指数型-股票,2025-03-12,0.6902,3.451,3.08,5.52,-6.48,19.74,-7.44,-20.62,-21.06,-0.55,244.96,2014-06-13
821,159929,汇添富中证医药卫生ETF,指数型-股票,2025-03-12,1.2653,1.2653,0.35,1.13,-6.65,14.98,-7.45,-23.9,-28.36,-0.11,26.37,2013-08-23
822,159766,富国中证旅游主题ETF,指数型-股票,2025-03-12,0.6697,0.6697,0.9,0.56,-13.83,14.75,-7.46,-38.15,-31.02,-4.97,-33.03,2021-07-15
823,159689,南方中证主要消费ETF,指数型-股票,2025-03-12,0.7721,0.7721,3.1,5.55,-6.57,19.95,-7.48,-22.18,,-0.58,-22.79,2023-03-03
824,159867,鹏华中证畜牧养殖ETF,指数型-股票,2025-03-12,0.5721,0.5721,1.92,2.91,-8.43,14.97,-7.58,-27.2,-31.4,-0.64,-42.79,2021-02-25
825,516500,华夏中证生物科技主题ETF,指数型-股票,2025-03-12,0.5866,0.5866,-0.05,2.8,-3.95,18.05,-7.59,-25.43,-34.58,3.48,-41.34,2021-03-04
826,562510,华夏中证旅游主题ETF,指数型-股票,2025-03-12,0.6755,0.6755,0.9,0.54,-13.86,14.69,-7.62,-37.99,-30.67,-5.01,-32.45,2021-12-21
827,159672,博时主要消费ETF,指数型-股票,2025-03-12,0.7705,0.7705,3.06,5.48,-6.41,19.49,-7.65,,,-0.58,-22.95,2023-03-23
828,159862,银华中证细分食品饮料产业主题ETF,指数型-股票,2025-03-12,0.6911,0.6911,3.52,5.45,-7.3,22.12,-7.67,-23.98,-21.36,-1.4,-30.89,2021-10-26
829,159883,永赢中证全指医疗器械ETF,指数型-股票,2025-03-12,0.4991,0.4991,0.99,1.88,-5.55,17.46,-7.71,-24.49,-30.59,2.93,-50.09,2021-04-22
830,159849,招商中证生物科技主题ETF,指数型-股票,2025-03-12,0.4758,0.4758,-0.06,2.83,-4.0,18.15,-7.81,-26.14,-34.76,3.5,-52.42,2021-02-08
831,159797,汇添富中证全指医疗器械ETF,指数型-股票,2025-03-12,0.7674,0.7674,0.96,1.82,-5.56,16.98,-7.89,-24.69,,2.8,-23.26,2022-04-28
832,515950,富国中证医药50ETF,指数型-股票,2025-03-12,0.8572,0.9842,0.8,1.3,-6.17,17.2,-8.14,-23.01,-27.6,-0.28,-3.55,2020-03-16
833,159760,泰康国证公共卫生与医疗健康ETF,指数型-股票,2025-03-12,0.5717,0.5717,0.3,0.83,-7.12,13.88,-8.2,-25.11,-29.91,-1.04,-42.83,2021-12-06
834,512010,易方达沪深300医药ETF,指数型-股票,2025-03-12,0.3572,1.4288,0.34,0.96,-7.08,14.63,-8.25,-25.6,-30.76,-0.86,42.88,2013-09-23
835,159865,国泰中证畜牧养殖ETF,指数型-股票,2025-03-12,0.5628,0.5628,1.9,2.83,-8.73,14.6,-8.34,-28.37,-33.47,-0.78,-43.72,2021-03-01
836,516900,华安中证申万食品饮料ETF,指数型-股票,2025-03-12,0.6231,0.6231,3.35,5.18,-7.89,21.6,-8.39,-25.17,-23.59,-1.89,-37.69,2021-04-16
837,562600,华夏中证全指医疗器械ETF,指数型-股票,2025-03-12,0.8689,0.8689,0.96,1.83,-5.63,16.65,-8.43,,,2.74,-13.11,2023-11-23
838,515910,中金MSCI中国A股国际质量ETF,指数型-股票,2025-03-12,0.5115,0.5115,1.89,0.41,-6.25,20.64,-8.58,-24.71,-28.12,-1.67,-48.85,2021-01-21
839,515960,嘉实医药健康100ETF,指数型-股票,2025-03-12,0.729,0.729,1.19,1.72,-5.53,14.82,-8.95,-23.85,-29.29,0.45,-27.05,2020-04-24
840,159838,博时医药50ETF,指数型-股票,2025-03-12,0.5407,0.5407,0.76,1.24,-6.49,16.08,-9.0,-24.26,-29.38,-0.55,-45.93,2021-07-22
841,159985,华夏饲料豆粕期货ETF,指数型-其他,2025-03-12,1.9304,1.9304,-2.76,-0.77,7.6,-0.05,-9.2,-1.08,19.97,5.6,93.04,2019-09-24
842,159647,鹏华中证中药ETF,指数型-股票,2025-03-12,0.9559,0.9559,0.96,-1.78,-10.54,11.75,-9.43,-15.36,,-5.26,-4.41,2022-07-20
843,560080,汇添富中证中药ETF,指数型-股票,2025-03-12,1.0331,1.0331,0.98,-1.82,-10.72,11.87,-9.73,-16.27,,-5.36,3.31,2022-09-26
844,562390,银华中证中药ETF,指数型-股票,2025-03-12,0.945,0.945,0.95,-1.81,-10.63,11.6,-9.84,-16.28,,-5.38,-5.5,2022-07-20
845,561510,华泰柏瑞中证中药ETF,指数型-股票,2025-03-12,1.0091,1.0091,0.96,-1.84,-10.67,11.56,-10.0,-15.31,,-5.39,0.91,2022-07-26
846,512690,鹏华中证酒ETF,指数型-股票,2025-03-12,0.6232,1.9464,5.34,8.74,-6.71,24.32,-11.36,-29.81,-24.15,1.2,70.22,2019-04-04
847,159502,嘉实标普生物科技精选行业ETF(QDII),指数型-海外股票,2025-03-11,0.9226,0.9226,0.13,-3.19,-11.42,-12.47,-11.42,,,-4.63,-7.74,2023-12-26
848,512290,国泰中证生物医药ETF,指数型-股票,2025-03-12,0.929,0.929,0.01,1.88,-4.18,16.07,-11.93,-24.64,-31.71,2.16,-7.1,2019-04-18
849,516820,平安医药及医疗器械创新ETF,指数型-股票,2025-03-12,0.3385,0.3385,0.45,1.93,-6.44,20.04,-12.31,-35.36,-45.74,0.98,-66.15,2021-06-09
850,159945,广发中证全指能源ETF,指数型-股票,2025-03-12,1.018,1.018,1.19,-5.09,-14.11,-0.13,-12.38,3.93,11.61,-12.12,1.8,2015-06-25
851,513350,富国标普石油天然气勘探及生产精选行业ETF(QDII),指数型-海外股票,2025-03-11,0.9041,0.9041,-0.64,-11.66,-10.95,-1.65,-12.66,,,-7.37,-9.59,2023-11-20
852,159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),指数型-海外股票,2025-03-11,0.8644,0.8644,-0.63,-11.74,-10.92,-1.63,-13.46,,,-7.42,-13.56,2023-11-01
853,159859,天弘国证生物医药ETF,指数型-股票,2025-03-12,0.364,0.364,1.34,1.56,-8.06,17.65,-13.76,-37.87,-47.32,0.86,-63.6,2021-06-24
854,159839,汇添富国证生物医药ETF,指数型-股票,2025-03-12,0.3407,0.3407,1.31,1.52,-8.12,17.24,-14.09,-38.45,-48.28,0.8,-65.93,2021-02-01
855,159981,建信易盛能源化工期货ETF,指数型-其他,2025-03-12,1.3795,1.3795,-2.08,-5.68,-3.97,1.52,-14.32,-9.84,-21.74,-4.51,37.94,2019-12-13
856,159930,汇添富中证能源ETF,指数型-股票,2025-03-12,1.2263,1.2263,1.19,-6.21,-14.85,-4.04,-14.34,9.26,21.62,-13.6,23.77,2013-08-23
857,159508,华安国证生物医药ETF,指数型-股票,2025-03-12,0.7614,0.7614,1.26,1.45,-8.11,15.96,-15.08,,,0.69,-23.86,2023-06-29
858,159864,国泰中证光伏产业ETF,指数型-股票,2025-03-12,0.4824,0.4824,1.82,1.17,-8.48,15.91,-16.31,-44.22,-49.11,-0.62,-51.76,2021-07-28
859,516880,银华中证光伏产业ETF,指数型-股票,2025-03-12,0.6306,0.6306,1.78,1.14,-8.41,15.43,-16.51,-45.32,-51.03,-0.79,-36.94,2021-01-05
860,159857,天弘中证光伏产业ETF,指数型-股票,2025-03-12,0.6338,0.6338,1.78,1.13,-8.78,15.03,-17.19,-45.88,-51.24,-0.95,-36.62,2021-02-04
861,562860,嘉实中证疫苗与生物技术ETF,指数型-股票,2025-03-12,0.6179,0.6179,0.11,1.65,-6.93,18.17,-17.24,-36.9,,1.61,-38.21,2023-02-16
862,516290,汇添富中证光伏产业ETF,指数型-股票,2025-03-12,0.4653,0.4653,1.77,1.13,-8.84,14.75,-17.44,-45.88,-51.13,-0.96,-53.47,2021-08-09
863,159863,鹏华中证光伏产业ETF,指数型-股票,2025-03-12,0.4974,0.7461,1.78,1.1,-8.95,14.5,-17.47,-45.88,-50.6,-1.05,-25.39,2021-02-22
864,515790,华泰柏瑞中证光伏产业ETF,指数型-股票,2025-03-12,0.7506,0.7506,1.79,1.12,-8.89,14.65,-17.52,-46.19,-51.8,-0.99,-24.94,2020-12-07
865,561920,招商中证疫苗与生物技术ETF,指数型-股票,2025-03-12,0.6487,0.6487,0.11,1.6,-7.04,18.1,-17.61,,,1.42,-35.13,2023-03-15
866,159609,浦银安盛中证光伏产业ETF,指数型-股票,2025-03-12,0.4348,0.4348,1.76,1.07,-8.98,14.18,-17.79,-46.35,,-1.07,-56.52,2022-06-16
867,516180,平安中证光伏产业ETF,指数型-股票,2025-03-12,0.6191,0.6191,1.76,1.08,-8.79,13.87,-17.89,-46.13,-51.49,-1.05,-38.09,2021-02-09
868,159657,鹏华国证疫苗与生物科技ETF,指数型-股票,2025-03-12,0.6374,0.6374,0.27,0.24,-8.39,14.91,-17.89,-36.11,,-0.41,-36.26,2023-02-22
869,159618,华安中证光伏产业ETF,指数型-股票,2025-03-12,0.5961,0.5961,1.76,1.07,-8.9,14.04,-18.08,-46.63,,-1.06,-40.39,2022-04-08
870,515220,国泰中证煤炭ETF,指数型-股票,2025-03-12,1.0006,2.2612,2.25,-4.13,-16.96,1.5,-18.41,-4.0,-1.0,-11.38,125.2,2020-01-20
871,560980,广发中证光伏龙头30ETF,指数型-股票,2025-03-12,0.4923,0.4923,2.22,1.34,-6.97,14.68,-18.84,-48.38,,-0.47,-50.77,2022-11-16
872,159645,富国国证疫苗与生物科技ETF,指数型-股票,2025-03-12,0.6636,0.6636,0.23,0.23,-8.67,13.96,-19.22,-38.7,,-0.6,-33.52,2022-09-16
873,159643,国泰国证疫苗与生物科技ETF,指数型-股票,2025-03-12,0.5867,0.5867,0.22,0.17,-8.76,13.77,-19.27,-38.26,,-0.68,-41.33,2022-08-10
874,563090,易方达上证50增强策略ETF,指数型-股票,2025-03-12,1.0665,1.0665,2.12,2.48,1.07,19.52,,,,1.75,6.65,2024-05-27
875,562560,华夏中证全指信息技术ETF,指数型-股票,2025-03-12,1.453,1.453,0.64,0.62,8.1,60.29,,,,10.9,45.3,2024-03-27
876,563280,富国MSCI中国A50互联互通增强策略ETF,指数型-股票,2025-03-12,1.0908,1.0908,0.77,-0.03,-1.8,17.24,,,,-0.73,9.07,2024-04-01
877,562580,华夏中证全指可选消费ETF,指数型-股票,2025-03-12,1.2009,1.2009,0.29,-0.68,1.38,30.05,,,,3.24,20.09,2024-03-18
878,159542,大成中证工程机械ETF,指数型-股票,2025-03-12,1.2506,1.2506,1.21,12.26,13.96,42.03,,,,18.06,25.06,2024-05-28
879,159558,易方达中证半导体材料设备主题ETF,指数型-股票,2025-03-12,1.2619,1.2619,-0.23,2.72,-0.95,46.41,,,,8.37,26.19,2024-06-06
880,159597,易方达创业板成长ETF,指数型-股票,2025-03-12,1.2252,1.2252,0.16,-0.46,-3.19,45.03,,,,3.42,22.52,2024-05-08
881,588450,招商上证科创板50成份增强策略ETF,指数型-股票,2025-03-12,1.3847,1.3847,0.58,3.36,6.12,58.72,,,,8.23,38.47,2024-05-06
882,159307,博时中证红利低波100ETF,指数型-股票,2025-03-12,1.0261,1.0521,-0.1,-0.18,-4.36,18.76,,,,-3.62,5.41,2024-04-16
883,560850,汇添富中证信息技术应用创新产业ETF,指数型-股票,2025-03-12,1.5275,1.5275,1.85,4.27,13.69,88.0,,,,24.51,52.75,2024-04-01
884,560150,泰康中证红利低波动ETF,指数型-股票,2025-03-12,1.0884,1.0884,-0.61,-0.53,-3.15,15.02,,,,-3.06,8.87,2024-03-15
885,510950,广发上证50ETF,指数型-股票,2025-03-12,1.1072,1.1072,1.08,1.1,-0.76,21.11,,,,-0.15,10.72,2024-04-24
886,159533,博时中证2000ETF,指数型-股票,2025-03-12,1.3708,1.3708,3.09,6.65,4.99,58.8,,,,16.54,37.08,2024-05-28
887,159525,富国中证红利低波动ETF,指数型-股票,2025-03-12,1.0148,1.0148,-0.62,-0.56,-3.08,14.25,,,,-3.16,1.48,2024-05-07
888,159599,西藏东财中证芯片产业ETF,指数型-股票,2025-03-12,1.5925,1.5925,0.11,2.81,12.06,75.39,,,,11.25,59.25,2024-04-19
889,513210,易方达恒生ETF(QDII),指数型-海外股票,2025-03-12,1.4659,1.4659,0.27,8.42,15.77,38.59,,,,17.53,46.59,2024-04-10
890,159589,广发中证红利ETF,指数型-股票,2025-03-12,1.0217,1.0381,0.62,0.27,-4.32,13.79,,,,-3.65,3.85,2024-03-14
891,159321,华安中证沪深港黄金产业股票ETF,指数型-股票,2025-03-12,0.9586,0.9586,3.97,1.95,4.96,18.74,,,,15.02,-4.14,2024-05-09
892,159310,天弘中证芯片产业ETF,指数型-股票,2025-03-12,1.5943,1.5943,0.09,2.8,12.39,75.95,,,,11.22,59.43,2024-04-18
893,159526,嘉实中证机器人ETF,指数型-股票,2025-03-12,1.4446,1.4446,1.85,7.86,15.33,75.21,,,,26.89,44.46,2024-04-16
894,562820,嘉实中证全指集成电路ETF,指数型-股票,2025-03-12,1.7929,1.7929,-0.1,3.08,15.71,89.5,,,,13.62,79.29,2024-04-12
895,561760,博时中证油气资源ETF,指数型-股票,2025-03-12,0.8987,0.8987,0.76,-3.74,-8.62,7.89,,,,-6.77,-10.14,2024-04-19
896,159588,景顺长城国证石油天然气ETF,指数型-股票,2025-03-12,0.9088,0.9088,0.84,-3.88,-9.3,6.28,,,,-8.4,-9.12,2024-05-23
897,159582,博时中证半导体产业ETF,指数型-股票,2025-03-12,1.5234,1.5234,0.09,3.23,6.08,59.54,,,,9.94,52.34,2024-04-08
898,513170,鹏华恒生中国央企(QDII),指数型-海外股票,2025-03-12,1.3007,1.3007,-0.05,2.89,8.82,29.17,,,,6.61,30.07,2024-04-10
899,159553,海富通中证2000增强策略ETF,指数型-股票,2025-03-12,1.3498,1.3498,2.81,5.48,3.35,55.33,,,,13.53,34.98,2024-03-27
900,588890,南方上证科创板芯片ETF,指数型-股票,2025-03-12,1.87,1.87,0.97,7.0,13.31,93.18,,,,14.07,87.0,2024-04-15
901,517400,国泰中证沪深港黄金产业股票ETF,指数型-股票,2025-03-12,0.9852,0.9852,4.2,2.14,5.04,19.37,,,,15.35,-1.48,2024-04-24
902,159306,平安中证汽车零部件主题ETF,指数型-股票,2025-03-12,1.2116,1.2116,1.14,3.19,10.02,44.81,,,,14.97,21.16,2024-04-29
903,513820,汇添富中证港股通高股息投资ETF,指数型-股票,2025-03-12,1.0995,1.1265,0.93,2.5,3.04,21.97,,,,1.63,12.88,2024-04-24
904,563180,银华中证高股息策略ETF,指数型-股票,2025-03-12,1.0331,1.0331,1.19,-1.02,-6.04,10.14,,,,-6.03,3.31,2024-05-06
905,159300,富国沪深300ETF,指数型-股票,2025-03-12,4.0276,1.1233,0.62,0.2,-2.16,24.44,,,,0.05,12.34,2024-05-23
906,563150,银华中证油气资源ETF,指数型-股票,2025-03-12,0.8958,0.8958,0.78,-3.75,-8.73,7.64,,,,-6.82,-10.42,2024-05-22
907,588990,博时上证科创板芯片ETF,指数型-股票,2025-03-12,1.7438,1.7438,0.99,6.92,13.36,89.63,,,,13.92,74.38,2024-08-08
908,159552,招商中证2000增强策略ETF,指数型-股票,2025-03-12,1.5296,1.5296,2.44,5.34,7.66,58.8,,,,17.47,52.96,2024-06-19
909,562570,华夏中证信息技术应用创新产业ETF,指数型-股票,2025-03-12,1.4977,1.4977,1.87,4.25,14.35,89.06,,,,25.19,49.74,2024-04-19
910,159561,嘉实德国DAXETF(QDII),指数型-海外股票,2025-03-11,1.1953,1.1953,3.27,5.89,11.11,19.16,,,,15.05,19.53,2024-04-03
911,588860,工银瑞信上证科创板生物医药ETF,指数型-股票,2025-03-12,1.2229,1.2229,-1.32,7.06,1.93,26.95,,,,11.18,22.29,2024-08-08
912,562260,海富通中证汽车零部件主题ETF,指数型-股票,2025-03-12,1.2209,1.2209,1.17,2.99,10.44,47.19,,,,15.7,22.68,2024-04-19
913,562340,银华中证500质量成长ETF,指数型-股票,2025-03-12,1.0419,1.0419,1.54,0.4,0.79,22.37,,,,4.4,4.19,2024-04-25
914,159557,嘉实恒生医疗保健ETF(QDII),指数型-海外股票,2025-03-12,1.1415,1.1415,-0.96,12.12,11.91,29.82,,,,16.75,14.15,2024-05-07
915,560690,鹏华中证电信主题ETF,指数型-股票,2025-03-12,1.3871,1.3871,0.3,0.13,3.78,47.08,,,,3.97,38.71,2024-04-01
916,560520,大成中证红利低波动100ETF,指数型-股票,2025-03-12,1.048,1.048,-0.14,-0.33,-4.97,16.5,,,,-3.99,4.8,2024-04-08
917,159528,富国中证国有企业改革ETF,指数型-股票,2025-03-12,1.0606,1.0606,0.81,-0.31,-3.59,20.33,,,,-1.13,6.06,2024-05-07
918,159315,工银瑞信中证沪深港黄金产业股票ETF,指数型-股票,2025-03-12,1.0156,1.0156,4.04,1.97,5.34,19.69,,,,15.51,1.56,2024-05-30
919,159545,易方达恒生港股通高股息低波动ETF,指数型-股票,2025-03-12,1.2531,1.2991,1.99,5.21,5.12,27.84,,,,4.46,30.52,2024-03-27
920,511130,博时上证30年期国债ETF,指数型-固收,2025-03-12,108.3823,1.1101,-2.71,-4.52,-0.11,3.8,,,,-2.32,11.02,2024-03-20
921,159569,景顺长城国证港股通红利低波动率ETF,指数型-股票,2025-03-12,1.1631,1.1631,2.58,4.82,5.14,22.16,,,,1.72,16.31,2024-08-14
922,510720,国泰上证国有企业红利ETF,指数型-股票,2025-03-12,0.9359,0.9736,-0.12,-2.23,-6.32,6.72,,,,-6.91,-2.76,2024-04-30
923,560360,万家中证软件服务ETF,指数型-股票,2025-03-12,1.5948,1.5948,1.05,-0.15,7.37,86.88,,,,19.45,59.48,2024-06-13
924,562700,华夏中证汽车零部件主题ETF,指数型-股票,2025-03-12,1.2373,1.2373,1.18,3.42,10.82,47.88,,,,16.24,23.73,2024-05-06
925,159309,汇添富中证油气资源ETF,指数型-股票,2025-03-13,0.9319,0.9319,1.37,-2.21,-6.07,8.87,,,,-6.03,-6.81,2024-05-31
926,159578,南方深证主板50ETF,指数型-股票,2025-03-12,1.0962,1.0962,0.8,0.31,-0.32,23.09,,,,1.95,9.62,2024-05-30
927,159303,大成恒生医疗保健ETF(QDII),指数型-海外股票,2025-03-12,1.2431,1.2431,-1.22,12.07,11.93,30.06,,,,16.68,24.31,2024-06-18
928,159352,南方中证A500ETF,指数型-股票,2025-03-12,1.0188,1.0188,0.95,0.49,-1.53,,,,,1.61,1.88,2024-09-25
929,520500,华泰柏瑞恒生创新药ETF,指数型-海外股票,2025-03-12,1.1653,1.1653,-0.58,15.24,,,,,,18.05,16.53,2024-12-16
930,588500,易方达上证科创板100增强策略ETF,指数型-股票,2025-03-12,1.4843,1.4843,1.47,4.95,9.2,61.21,,,,17.25,48.43,2024-06-27
931,520830,华泰柏瑞南方东英沙特ETF,指数型-海外股票,2025-03-11,0.9822,0.9822,-1.28,-5.01,-3.86,0.73,,,,-2.73,-1.79,2024-07-05
932,159322,平安中证沪深港黄金产业ETF,指数型-股票,2025-03-12,1.0104,1.0104,3.79,1.42,4.6,18.55,,,,14.18,1.04,2024-06-05
933,159305,广发国证新能源电池ETF,指数型-股票,2025-03-12,1.2831,1.2831,2.03,6.45,3.58,,,,,7.54,28.31,2024-09-18
934,159329,南方基金南方东英沙特阿拉伯ETF(QDII),指数型-海外股票,2025-03-11,0.9918,0.9918,-1.26,-4.95,-3.63,1.37,,,,-2.71,-0.82,2024-07-05
935,159335,融通中证诚通央企科技创新ETF,指数型-股票,2025-03-12,1.2307,1.2307,1.74,2.72,1.38,25.7,,,,3.15,23.05,2024-08-22
936,520520,华泰柏瑞恒生消费ETF,指数型-海外股票,2025-03-12,1.0657,1.0657,1.17,5.62,-0.23,,,,,4.59,6.57,2024-10-23
937,530880,银河上证国有企业红利ETF,指数型-股票,2025-03-12,0.9642,0.9692,-0.1,-2.19,-6.16,,,,,-6.87,-3.09,2024-10-30
938,530000,天弘上证50ETF,指数型-股票,2025-03-12,1.2024,1.2024,1.03,1.04,-1.16,21.12,,,,-0.43,20.24,2024-09-04
939,159332,富国中证中央企业红利ETF,指数型-股票,2025-03-12,1.0897,1.0915,-0.13,0.27,-3.78,18.71,,,,-3.4,9.15,2024-07-16
940,520890,华泰柏瑞恒生港股通高股息低波动ETF,指数型-股票,2025-03-12,1.2359,1.2359,1.58,4.67,4.46,23.58,,,,3.89,23.55,2024-09-04
941,561930,招商沪深300ETF,指数型-股票,2025-03-12,1.2437,1.2437,0.66,0.26,-1.95,24.53,,,,0.21,24.53,2024-09-06
942,159800,鹏华中证800ETF,指数型-股票,2025-03-12,1.1692,1.1692,0.84,0.55,-1.96,26.06,,,,1.27,16.92,2024-06-27
943,159326,华夏中证电网设备主题ETF,指数型-股票,2025-03-12,1.1209,1.1209,1.93,2.52,-2.05,11.47,,,,0.93,12.09,2024-08-29
944,561570,华泰柏瑞中证油气产业ETF,指数型-股票,2025-03-12,0.9493,0.9493,0.9,-2.77,-7.17,,,,,-5.16,-5.07,2024-10-09
945,588830,鹏华上证科创板新能源ETF,指数型-股票,2025-03-12,1.1806,1.1806,1.81,5.47,-10.72,24.93,,,,3.0,18.06,2024-07-31
946,159351,嘉实中证A500ETF,指数型-股票,2025-03-12,0.9913,0.9923,0.95,0.5,-1.56,,,,,1.59,-0.77,2024-09-20
947,159353,景顺长城中证A500ETF,指数型-股票,2025-03-12,0.9872,0.9872,0.94,0.49,-1.55,,,,,1.58,-1.28,2024-09-24
948,560610,招商中证A500ETF,指数型-股票,2025-03-12,0.9676,0.9676,0.94,0.51,-1.49,,,,,1.61,-3.24,2024-09-26
949,563360,华泰柏瑞中证A500ETF,指数型-股票,2025-03-12,1.0253,1.0253,0.94,0.49,-1.56,,,,,1.58,2.49,2024-09-25
950,159590,汇添富中证全指软件ETF,指数型-股票,2025-03-13,1.1711,1.1711,-6.31,-1.41,6.7,,,,,16.68,17.11,2024-10-28
951,159338,国泰中证A500ETF,指数型-股票,2025-03-12,0.9688,0.9688,0.94,0.48,-1.57,,,,,1.57,-3.12,2024-09-26
952,159339,银华中证A500ETF,指数型-股票,2025-03-12,0.9778,0.9778,0.93,0.46,-1.54,,,,,1.57,-2.22,2024-09-26
953,560510,泰康中证A500ETF,指数型-股票,2025-03-12,0.9663,0.9669,0.95,0.49,-1.52,,,,,1.59,-3.31,2024-09-27
954,560530,摩根中证A500ETF,指数型-股票,2025-03-12,0.9975,0.9993,0.94,0.48,-1.59,,,,,1.57,-0.06,2024-09-24
955,560890,新华中证红利低波动ETF,指数型-股票,2025-03-12,1.1324,1.1324,-0.62,-0.57,-3.18,13.23,,,,-3.16,13.24,2024-09-02
956,563220,富国中证A500ETF,指数型-股票,2025-03-12,1.0066,1.0066,0.94,0.49,-1.54,,,,,1.59,0.62,2024-09-25
957,520700,万家中证港股通创新药ETF,指数型-股票,2025-03-12,1.0288,1.0288,-0.45,13.43,11.6,,,,,15.69,2.88,2024-09-13
958,159325,南方中证半导体行业精选ETF,指数型-股票,2025-03-12,1.1695,1.1695,0.91,4.55,12.78,,,,,14.28,16.95,2024-10-31
959,159318,银华恒指港股通ETF,指数型-股票,2025-03-12,1.3048,1.3048,0.25,8.0,15.14,38.38,,,,16.48,30.48,2024-06-13
960,159327,万家中证半导体材料设备主题ETF,指数型-股票,2025-03-12,1.2834,1.2834,-0.24,2.66,-1.22,46.21,,,,8.09,28.34,2024-07-24
961,588680,广发上证科创板100增强策略ETF,指数型-股票,2025-03-12,1.4828,1.4828,0.86,5.48,9.03,61.3,,,,16.92,48.28,2024-06-27
962,159331,国泰中证港股通高股息投资ETF,指数型-股票,2025-03-12,1.1302,1.1439,0.94,2.57,3.33,22.66,,,,1.65,14.46,2024-07-23
963,159587,广发国证粮食产业ETF,指数型-股票,2025-03-12,1.1124,1.1124,0.43,-1.3,-8.91,14.95,,,,-3.45,11.24,2024-08-08
964,520600,广发中证港股通汽车ETF,指数型-股票,2025-03-12,1.2315,1.2315,5.86,13.58,,,,,,26.45,23.15,2024-12-19
965,159330,东财沪深300ETF,指数型-股票,2025-03-12,1.1776,1.1776,0.64,0.2,-2.14,23.66,,,,0.07,17.76,2024-08-01
